type,race_id,race_class,surface,name,rank
遠征,202610010110,2勝クラス,芝,ブリヤディアマンテ,8
遠征,202610010111,重賞,芝,ジョスラン,1
遠征,202610010111,重賞,芝,ボンドガール,2
遠征,202610010111,重賞,芝,フレミングフープ,5
遠征,202610010111,重賞,芝,パレハ,7
遠征,202610010111,重賞,芝,フィールシンパシー,10
遠征,202610010111,重賞,芝,アンリーロード,12
遠征,202610010111,重賞,芝,エリカヴィータ,14
遠征,202610010111,重賞,芝,クリスマスパレード,16
遠征,202610010210,2勝クラス,ダ,アイウィル,1
遠征,202610010210,2勝クラス,ダ,パフ,3
遠征,202610010210,2勝クラス,ダ,ライフゲート,4
遠征,202610010210,2勝クラス,ダ,マテンロウブレイブ,5
遠征,202610010210,2勝クラス,ダ,プレイテシア,7
遠征,202610010210,2勝クラス,ダ,ワンダーカモン,8
遠征,202610010210,2勝クラス,ダ,アベベ,14
遠征,202610010210,2勝クラス,ダ,マナエトレ,15
遠征,202610010210,2勝クラス,ダ,アースイオス,16
遠征,202610010211,3勝クラス,芝,エラトー,1
遠征,202610010211,3勝クラス,芝,キングノジョー,3
遠征,202610010211,3勝クラス,芝,エゾダイモン,4
遠征,202610010211,3勝クラス,芝,ドラゴンヘッド,6
遠征,202610010211,3勝クラス,芝,ハニーコム,7
遠征,202610010211,3勝クラス,芝,サダムオプシス,8
遠征,202610010211,3勝クラス,芝,エイカイマッケンロ,9
遠征,202610010211,3勝クラス,芝,ワイドアラジン,10
遠征,202610010211,3勝クラス,芝,フェミナフォルテ,11
遠征,202610010309,2勝クラス,ダ,スノーサイレンス,1
遠征,202610010309,2勝クラス,ダ,パールフロント,4
遠征,202610010309,2勝クラス,ダ,ハニーローリエ,6
遠征,202610010309,2勝クラス,ダ,リクエイ,7
遠征,202610010309,2勝クラス,ダ,ミッキーマカパ,8
遠征,202610010309,2勝クラス,ダ,ミルフルール,9
遠征,202610010309,2勝クラス,ダ,タミゼ,10
遠征,202610010309,2勝クラス,ダ,フレッシュラン,12
遠征,202610010310,2勝クラス,ダ,ドゥラリス,1
遠征,202610010310,2勝クラス,ダ,コスモマルーン,3
遠征,202610010310,2勝クラス,ダ,スマートプレシャス,4
遠征,202610010310,2勝クラス,ダ,ユウェンタース,6
遠征,202610010310,2勝クラス,ダ,レディゴディヴァ,7
遠征,202610010310,2勝クラス,ダ,ナリタヒカリ,9
遠征,202610010310,2勝クラス,ダ,オカメノコイ,11
遠征,202610010310,2勝クラス,ダ,レーヴドレフォン,12
遠征,202610010310,2勝クラス,ダ,ステラスプレンダー,14
遠征,202610010311,3勝クラス,芝,トーラスシャイン,2
遠征,202610010311,3勝クラス,芝,ポエットリー,6
遠征,202610010311,3勝クラス,芝,ナムラローズマリー,7
遠征,202610010311,3勝クラス,芝,ベイビーキッス,8
遠征,202610010311,3勝クラス,芝,ゴールドサーベル,10
遠征,202610010311,3勝クラス,芝,ハートホイップ,14
遠征,202610010311,3勝クラス,芝,スコーピオン,16
遠征,202610010311,3勝クラス,芝,エスペシャリー,18
遠征,202610010410,2勝クラス,芝,コウセキ,1
遠征,202610010410,2勝クラス,芝,ハリウッドメモリー,2
遠征,202610010410,2勝クラス,芝,カウンターセブン,5
遠征,202610010410,2勝クラス,芝,ゴルトリッチ,7
遠征,202610010410,2勝クラス,芝,ブルボンクイーン,8
遠征,202610010410,2勝クラス,芝,ミニョンマルーン,9
遠征,202610010410,2勝クラス,芝,アタリダイキチ,13
遠征,202610010411,OP,ダ,ハギノサステナブル,2
遠征,202610010411,OP,ダ,クラウンシエンタ,3
遠征,202610010411,OP,ダ,サンマルパトロール,5
遠征,202610010411,OP,ダ,ペプチドソレイユ,6
遠征,202610010411,OP,ダ,ピースオブザライフ,7
遠征,202610010411,OP,ダ,ラタフォレスト,9
遠征,202610010411,OP,ダ,マリアナトレンチ,13
遠征,202610010411,OP,ダ,プリンスミノル,14
遠征,202610010510,2勝クラス,芝,トーアライデン,1
遠征,202610010510,2勝クラス,芝,ウインアクトゥール,3
遠征,202610010510,2勝クラス,芝,オオナミコナミ,4
遠征,202610010510,2勝クラス,芝,フナデ,5
遠征,202610010510,2勝クラス,芝,ルクスジニア,7
遠征,202610010510,2勝クラス,芝,レッドバレンティア,10
遠征,202610010510,2勝クラス,芝,フラッシング,13
遠征,202610010510,2勝クラス,芝,ヤコブセン,14
遠征,202610010510,2勝クラス,芝,ミラーダカリエンテ,15
遠征,202610010511,3勝クラス,ダ,カペルブリュッケ,1
遠征,202610010511,3勝クラス,ダ,ホウオウスーペリア,4
遠征,202610010511,3勝クラス,ダ,レシプロシティ,6
遠征,202610010511,3勝クラス,ダ,アイウィル,8
遠征,202610010511,3勝クラス,ダ,クロースコンバット,9
遠征,202610010511,3勝クラス,ダ,サンセットブライト,11
遠征,202610010511,3勝クラス,ダ,トーセンサウダージ,12
遠征,202610010511,3勝クラス,ダ,ルージュミラージュ,13
遠征,202610010610,2勝クラス,ダ,パフ,1
遠征,202610010610,2勝クラス,ダ,タイセイミッション,3
遠征,202610010610,2勝クラス,ダ,ライフゲート,4
遠征,202610010610,2勝クラス,ダ,タイヨウフレア,5
遠征,202610010610,2勝クラス,ダ,グレイスオブゴッド,7
遠征,202610010610,2勝クラス,ダ,サンキャメロン,12
遠征,202610010610,2勝クラス,ダ,ヤマニンガラッシア,15
遠征,202610010611,OP,芝,レーゼドラマ,1
遠征,202610010611,OP,芝,シルトホルン,2
遠征,202610010611,OP,芝,バトルボーン,3
遠征,202610010611,OP,芝,キングノジョー,7
遠征,202610010611,OP,芝,ダンテスヴュー,8
遠征,202610010611,OP,芝,ヴィンセンシオ,9
遠征,202610010611,OP,芝,ドラゴンヘッド,10
遠征,202610010611,OP,芝,コスモブッドレア,11
遠征,202610010611,OP,芝,アスクドゥポルテ,12
遠征,202610010710,2勝クラス,ダ,トーアジョウトウ,1
遠征,202610010710,2勝クラス,ダ,ザウリ,2
遠征,202610010710,2勝クラス,ダ,ストラテージュ,6
遠征,202610010710,2勝クラス,ダ,クラリティスケール,8
遠征,202610010710,2勝クラス,ダ,ホークレア,13
遠征,202610010710,2勝クラス,ダ,ラホーヤストーム,14
遠征,202610010711,3勝クラス,芝,ジャスパーディビネ,1
遠征,202610010711,3勝クラス,芝,トーラスシャイン,4
遠征,202610010711,3勝クラス,芝,エマヌエーレ,5
遠征,202610010711,3勝クラス,芝,ハピネスアゲン,9
遠征,202610010711,3勝クラス,芝,ナムラローズマリー,10
遠征,202610010711,3勝クラス,芝,シュヴェルトライテ,11
遠征,202610010711,3勝クラス,芝,ベイビーキッス,12
遠征,202610010711,3勝クラス,芝,フォルテム,13
遠征,202610010711,3勝クラス,芝,スコーピオン,14
遠征,202610010711,3勝クラス,芝,ハートホイップ,16
遠征,202610010711,3勝クラス,芝,レオテミス,18
遠征,202610010809,2勝クラス,芝,ハートメテオ,2
遠征,202610010809,2勝クラス,芝,ビターグラッセ,6
遠征,202610010809,2勝クラス,芝,オルノア,7
遠征,202610010810,2勝クラス,芝,トウカイエルデ,2
遠征,202610010810,2勝クラス,芝,マイネルラッシュ,3
遠征,202610010810,2勝クラス,芝,イグニション,4
遠征,202610010810,2勝クラス,芝,ハリウッドメモリー,5
遠征,202610010810,2勝クラス,芝,ロードトレゾール,6
遠征,202610010810,2勝クラス,芝,スムースベルベット,7
遠征,202610010810,2勝クラス,芝,グランツベリー,8
遠征,202610010810,2勝クラス,芝,タイキエクセロン,11
遠征,202610010810,2勝クラス,芝,ジョウゲンノツキ,13
遠征,202610010810,2勝クラス,芝,ニシノラヴァンダ,14
遠征,202610010810,2勝クラス,芝,ベビーズブレス,16
遠征,202610010811,OP,芝,ジョーメッドヴィン,1
遠征,202610010811,OP,芝,アスクワンタイム,2
遠征,202610010811,OP,芝,プルパレイ,3
遠征,202610010811,OP,芝,レッドアヴァンティ,4
遠征,202610010811,OP,芝,メイクアスナッチ,7
遠征,202610010811,OP,芝,カンティーユ,9
遠征,202610010811,OP,芝,クファシル,10
遠征,202610010811,OP,芝,サウザンサニー,12
遠征,202610010811,OP,芝,ショウナンハクラク,13
遠征,202610010811,OP,芝,レッドヒルシューズ,14
遠征,202610010811,OP,芝,ユキノファラオ,15
遠征,202610010811,OP,芝,カルロヴェローチェ,16
遠征,202610010910,2勝クラス,芝,エコロレイズ,1
遠征,202610010910,2勝クラス,芝,ドーバーブライト,2
遠征,202610010910,2勝クラス,芝,ベイラム,3
遠征,202610010910,2勝クラス,芝,ウインネモフィラ,7
遠征,202610010910,2勝クラス,芝,ゴージョニーゴー,9
遠征,202610010910,2勝クラス,芝,ヴァイザーバルコ,12
遠征,202610010910,2勝クラス,芝,ネイチャーシップ,13
遠征,202610010910,2勝クラス,芝,セイウンパシュート,14
遠征,202610010910,2勝クラス,芝,パープルクラウド,15
遠征,202610010911,3勝クラス,ダ,オーケーバーディー,1
遠征,202610010911,3勝クラス,ダ,アイウィル,5
遠征,202610010911,3勝クラス,ダ,レシプロシティ,6
遠征,202610010911,3勝クラス,ダ,ドゥラリス,10
遠征,202610010911,3勝クラス,ダ,ホウオウスーペリア,11
遠征,202610010911,3勝クラス,ダ,ベルダイナフェロー,13
遠征,202610011010,2勝クラス,ダ,タイセイミッション,1
遠征,202610011010,2勝クラス,ダ,スマートスピア,2
遠征,202610011010,2勝クラス,ダ,マテンロウブレイブ,4
遠征,202610011010,2勝クラス,ダ,ライフゲート,5
遠征,202610011010,2勝クラス,ダ,ケイアイメキラ,6
遠征,202610011010,2勝クラス,ダ,コスモマルーン,9
遠征,202610011010,2勝クラス,ダ,ナリタヒカリ,10
遠征,202610011010,2勝クラス,ダ,アイファーグローブ,11
遠征,202610011010,2勝クラス,ダ,タイヨウフレア,13
遠征,202610011011,重賞,芝,ケイアイセナ,2
遠征,202610011011,重賞,芝,シルトホルン,5
遠征,202610011011,重賞,芝,リカンカブール,6
遠征,202610011011,重賞,芝,パレハ,9
遠征,202610011011,重賞,芝,ビーアストニッシド,13
遠征,202610011011,重賞,芝,マテンロウオリオン,15
遠征,202610011110,2勝クラス,ダ,ジュンラトゥール,4
遠征,202610011110,2勝クラス,ダ,キングベルベット,8
遠征,202610011111,2勝クラス,芝,ホウオウアートマン,1
遠征,202610011111,2勝クラス,芝,ワザモノ,2
遠征,202610011111,2勝クラス,芝,タイセイリコルド,3
遠征,202610011111,2勝クラス,芝,シンゼンカガ,4
遠征,202610011111,2勝クラス,芝,レッセパッセ,5
遠征,202610011111,2勝クラス,芝,オメガインペリアル,6
遠征,202610011111,2勝クラス,芝,マイネルフーガ,9
遠征,202610011111,2勝クラス,芝,フナデ,11
遠征,202610011111,2勝クラス,芝,プリズマジコ,13
遠征,202610011210,2勝クラス,芝,モーデン,1
遠征,202610011210,2勝クラス,芝,カウンターセブン,4
遠征,202610011210,2勝クラス,芝,イグニション,6
遠征,202610011210,2勝クラス,芝,ラブディーヴァ,7
遠征,202610011210,2勝クラス,芝,セイウンデセオ,7
遠征,202610011210,2勝クラス,芝,シアター,9
遠征,202610011210,2勝クラス,芝,ゼンダンタカ,18
遠征,202610011211,3勝クラス,芝,バルナバ,1
遠征,202610011211,3勝クラス,芝,モズロックンロール,2
遠征,202610011211,3勝クラス,芝,サクソンジェンヌ,4
遠征,202610011211,3勝クラス,芝,サトノクローク,6
遠征,202610011211,3勝クラス,芝,タイキラフター,8
遠征,202610011211,3勝クラス,芝,ドラゴンヘッド,9
遠征,202610011211,3勝クラス,芝,マイネルニコラス,10
遠征,202610011211,3勝クラス,芝,ピンクジン,13
遠征,202610011211,3勝クラス,芝,クレバーテースト,14
遠征,202610011211,3勝クラス,芝,パワーホール,15
地元,202503030110,2勝クラス,芝,ヴァンヴィーヴ,2
地元,202503030110,2勝クラス,芝,ラトルシェ,5
地元,202503030110,2勝クラス,芝,ジャスパーディビネ,6
地元,202503030110,2勝クラス,芝,ソレントフレイバー,7
地元,202503030110,2勝クラス,芝,シュラフ,8
地元,202503030110,2勝クラス,芝,スペルキャスター,9
地元,202503030110,2勝クラス,芝,ピコアーガイル,9
地元,202503030110,2勝クラス,芝,アジュマン,11
地元,202503030110,2勝クラス,芝,アイノセンシ,12
地元,202503030110,2勝クラス,芝,イグニション,14
地元,202503030110,2勝クラス,芝,タイキヴァンクール,15
地元,202503030111,3勝クラス,芝,ソルトクィーン,1
地元,202503030111,3勝クラス,芝,トーセンエスクード,2
地元,202503030111,3勝クラス,芝,ナムラローズマリー,5
地元,202503030111,3勝クラス,芝,ハートホイップ,7
地元,202503030111,3勝クラス,芝,ゴールドサーベル,8
地元,202503030111,3勝クラス,芝,エスペシャリー,9
地元,202503030111,3勝クラス,芝,ベイビーキッス,10
地元,202503030111,3勝クラス,芝,トーラスシャイン,11
地元,202503030111,3勝クラス,芝,ジュノー,13
地元,202503030111,3勝クラス,芝,ヴィントミューレ,14
地元,202503030111,3勝クラス,芝,イサチルシーサイド,15
地元,202503030111,3勝クラス,芝,アシャカタカ,16
地元,202503030210,2勝クラス,ダ,パフ,3
地元,202503030210,2勝クラス,ダ,ミライヘノカギ,4
地元,202503030210,2勝クラス,ダ,アイファーグローブ,5
地元,202503030210,2勝クラス,ダ,グレイスオブゴッド,6
地元,202503030210,2勝クラス,ダ,ウインアルドーレ,7
地元,202503030210,2勝クラス,ダ,エンプレスフレーム,9
地元,202503030210,2勝クラス,ダ,アトラクティーボ,10
地元,202503030210,2勝クラス,ダ,サンドブラスト,12
地元,202503030210,2勝クラス,ダ,トゥピ,13
地元,202503030210,2勝クラス,ダ,オーケーバーディー,14
地元,202503030211,OP,芝,バースクライ,2
地元,202503030211,OP,芝,ショウナンハクラク,3
地元,202503030211,OP,芝,アスクワンタイム,5
地元,202503030211,OP,芝,クファシル,6
地元,202503030211,OP,芝,ジョーメッドヴィン,7
地元,202503030211,OP,芝,メイクアスナッチ,10
地元,202503030211,OP,芝,コラソンビート,11
地元,202503030211,OP,芝,レッドアヴァンティ,12
地元,202503030211,OP,芝,ツインクルトーズ,14
地元,202503030211,OP,芝,マルディランダ,16
地元,202503030310,2勝クラス,ダ,タイセイミッション,2
地元,202503030310,2勝クラス,ダ,シンボリノエル,3
地元,202503030310,2勝クラス,ダ,ライフゲート,5
地元,202503030310,2勝クラス,ダ,フラッシング,6
地元,202503030310,2勝クラス,ダ,サンキャメロン,7
地元,202503030310,2勝クラス,ダ,ナチュラルリバー,8
地元,202503030310,2勝クラス,ダ,レッドライトニング,9
地元,202503030310,2勝クラス,ダ,ファイヴレター,10
地元,202503030310,2勝クラス,ダ,メイショウタイピン,11
地元,202503030310,2勝クラス,ダ,ビターゼノビア,13
地元,202503030310,2勝クラス,ダ,アメージング,14
地元,202503030310,2勝クラス,ダ,オーケーマヒナ,15
地元,202503030311,3勝クラス,ダ,メイショウカゼマチ,1
地元,202503030311,3勝クラス,ダ,ブレーザー,3
地元,202503030311,3勝クラス,ダ,ワークソング,4
地元,202503030311,3勝クラス,ダ,アメリカンマーチ,5
地元,202503030311,3勝クラス,ダ,ユスティニアン,6
地元,202503030311,3勝クラス,ダ,ミユキアイラブユー,10
地元,202503030311,3勝クラス,ダ,シャカシャカシー,11
地元,202503030311,3勝クラス,ダ,カフジエニアゴン,13
地元,202503030311,3勝クラス,ダ,アマルナ,15
地元,202503030311,3勝クラス,ダ,タツダイヤモンド,16
地元,202503030409,OP,芝,クリエープキー,3
地元,202503030409,OP,芝,ランドスター,4
地元,202503030409,OP,芝,ランプローグ,5
地元,202503030409,OP,芝,ハイヤーマーク,6
地元,202503030409,OP,芝,スターオブロンドン,7
地元,202503030409,OP,芝,コパノトーマス,8
地元,202503030409,OP,芝,クラディスティーナ,9
地元,202503030409,OP,芝,クイーンレグナント,10
地元,202503030409,OP,芝,プリティーミズホ,11
地元,202503030409,OP,芝,エンヴィーミー,14
地元,202503030410,2勝クラス,芝,レーヴドロペラ,3
地元,202503030410,2勝クラス,芝,ヴァイザーバルコ,4
地元,202503030410,2勝クラス,芝,ホウオウアートマン,5
地元,202503030410,2勝クラス,芝,トロピカルライト,7
地元,202503030410,2勝クラス,芝,ウインネモフィラ,8
地元,202503030410,2勝クラス,芝,ハイラント,9
地元,202503030410,2勝クラス,芝,ウインマイルート,10
地元,202503030410,2勝クラス,芝,パープルクラウド,11
地元,202503030410,2勝クラス,芝,ラスハンメル,12
地元,202503030410,2勝クラス,芝,ナムアミダブツ,13
地元,202503030410,2勝クラス,芝,ボンベール,14
地元,202503030410,2勝クラス,芝,コルデアニル,15
地元,202503030410,2勝クラス,芝,ヒシタイカン,16
地元,202503030411,OP,ダ,ダンテバローズ,2
地元,202503030411,OP,ダ,アクションプラン,3
地元,202503030411,OP,ダ,ショウナンライシン,4
地元,202503030411,OP,ダ,プリンスミノル,6
地元,202503030411,OP,ダ,ダノンザボルケーノ,7
地元,202503030411,OP,ダ,マリアナトレンチ,12
地元,202503030411,OP,ダ,ノーブルゲイル,14
地元,202503030510,2勝クラス,ダ,ルージュアズライト,1
地元,202503030510,2勝クラス,ダ,ビーマックス,2
地元,202503030510,2勝クラス,ダ,シュヴァルボヌール,3
地元,202503030510,2勝クラス,ダ,パールフロント,4
地元,202503030510,2勝クラス,ダ,マイレーヌ,7
地元,202503030510,2勝クラス,ダ,ケープアグラス,8
地元,202503030510,2勝クラス,ダ,ロッカバイベイビー,9
地元,202503030510,2勝クラス,ダ,シックザイン,10
地元,202503030510,2勝クラス,ダ,サードウインド,11
地元,202503030510,2勝クラス,ダ,フェデルミエール,12
地元,202503030510,2勝クラス,ダ,ゼンダンタカ,15
地元,202503030510,2勝クラス,ダ,ニシノクラウン,16
地元,202503030511,重賞,芝,ニシノティアモ,1
地元,202503030511,重賞,芝,エコロヴァルツ,2
地元,202503030511,重賞,芝,パレハ,3
地元,202503030511,重賞,芝,アラタ,4
地元,202503030511,重賞,芝,シリウスコルト,5
地元,202503030511,重賞,芝,クリスマスパレード,6
地元,202503030511,重賞,芝,リカンカブール,7
地元,202503030511,重賞,芝,リフレーミング,8
地元,202503030511,重賞,芝,ダンディズム,10
地元,202503030511,重賞,芝,タイムトゥヘヴン,13
地元,202503030511,重賞,芝,キタウイング,14
地元,202503030511,重賞,芝,アンリーロード,16
地元,202504040110,2勝クラス,ダ,ミスエル,3
地元,202504040110,2勝クラス,ダ,スペキオサレジーナ,5
地元,202504040110,2勝クラス,ダ,サンディブロンド,6
地元,202504040110,2勝クラス,ダ,ダズリングダンス,7
地元,202504040110,2勝クラス,ダ,モリノセピア,8
地元,202504040110,2勝クラス,ダ,バンブトンプロ,9
地元,202504040110,2勝クラス,ダ,ヴェラリーシャ,10
地元,202504040110,2勝クラス,ダ,ホワイトターフ,13
地元,202504040110,2勝クラス,ダ,オーロラアーク,14
地元,202504040110,2勝クラス,ダ,イナフセド,15
地元,202504040111,3勝クラス,芝,フリッカージャブ,1
地元,202504040111,3勝クラス,芝,ルーフ,3
地元,202504040111,3勝クラス,芝,エマヌエーレ,4
地元,202504040111,3勝クラス,芝,ショウナンラスボス,5
地元,202504040111,3勝クラス,芝,イサチルシーサイド,7
地元,202504040111,3勝クラス,芝,ソノママソノママ,12
地元,202504040111,3勝クラス,芝,ハピネスアゲン,13
地元,202504040111,3勝クラス,芝,テイエムタリスマ,15
地元,202504040111,3勝クラス,芝,エコロジーク,16
地元,202504040111,3勝クラス,芝,グレタ,18
地元,202504040210,2勝クラス,芝,ベイビーキッス,1
地元,202504040210,2勝クラス,芝,ジャスパーディビネ,2
地元,202504040210,2勝クラス,芝,ニシノトキメキ,3
地元,202504040210,2勝クラス,芝,ソレントフレイバー,4
地元,202504040210,2勝クラス,芝,ラトルシェ,5
地元,202504040210,2勝クラス,芝,ニジュウダンサー,6
地元,202504040210,2勝クラス,芝,ミルフルール,7
地元,202504040210,2勝クラス,芝,ヴェナートル,9
地元,202504040210,2勝クラス,芝,ブルボンクイーン,10
地元,202504040210,2勝クラス,芝,イスラコラソン,11
地元,202504040210,2勝クラス,芝,ルーラルハピネス,13
地元,202504040210,2勝クラス,芝,ハッピーデービー,14
地元,202504040210,2勝クラス,芝,カイザーブリッツ,15
地元,202504040211,OP,芝,カネラフィーナ,1
地元,202504040211,OP,芝,レミージュ,3
地元,202504040211,OP,芝,ミアネーロ,4
地元,202504040211,OP,芝,ロジシルバー,5
地元,202504040211,OP,芝,エリダヌス,8
地元,202504040211,OP,芝,ピンクジン,9
地元,202504040211,OP,芝,ファンタジア,10
地元,202504040211,OP,芝,キミノナハマリア,11
地元,202504040211,OP,芝,アマイ,12
地元,202504040211,OP,芝,イヤサカ,14
地元,202504040310,2勝クラス,ダ,アスクシュタイン,1
地元,202504040310,2勝クラス,ダ,アラレタバシル,2
地元,202504040310,2勝クラス,ダ,ブルータス,3
地元,202504040310,2勝クラス,ダ,ミライヘノカギ,4
地元,202504040310,2勝クラス,ダ,エイブラムス,6
地元,202504040310,2勝クラス,ダ,アイウィル,8
地元,202504040310,2勝クラス,ダ,アールプロスト,9
地元,202504040310,2勝クラス,ダ,ブーバー,10
地元,202504040310,2勝クラス,ダ,ラオラシオン,11
地元,202504040310,2勝クラス,ダ,イデアユウシン,12
地元,202504040310,2勝クラス,ダ,コルサファターレ,13
地元,202504040310,2勝クラス,ダ,エンファサイズ,15
地元,202504040311,3勝クラス,芝,シンハナーダ,1
地元,202504040311,3勝クラス,芝,ウインオーディン,5
地元,202504040311,3勝クラス,芝,ミカッテヨンデイイ,6
地元,202504040311,3勝クラス,芝,タイキラフター,7
地元,202504040311,3勝クラス,芝,サダムオプシス,9
地元,202504040311,3勝クラス,芝,ドラゴンヘッド,10
地元,202504040311,3勝クラス,芝,アスクナイスショー,12
地元,202504040311,3勝クラス,芝,モズロックンロール,15
地元,202504040311,3勝クラス,芝,ウインアイオライト,16
地元,202504040410,2勝クラス,芝,マイネルオーシャン,1
地元,202504040410,2勝クラス,芝,パッションリッチ,2
地元,202504040410,2勝クラス,芝,ウインアクトゥール,3
地元,202504040410,2勝クラス,芝,コスモアバンサ,6
地元,202504040410,2勝クラス,芝,バードウォッチャー,7
地元,202504040410,2勝クラス,芝,アナレンマ,11
地元,202504040410,2勝クラス,芝,ルーチェロッサ,13
地元,202504040410,2勝クラス,芝,ドゥレイクパセージ,15
地元,202504040411,OP,芝,イコサン,1
地元,202504040411,OP,芝,カルロヴェローチェ,2
地元,202504040411,OP,芝,エコロレジーナ,3
地元,202504040411,OP,芝,フィオライア,4
地元,202504040411,OP,芝,リバーラ,5
地元,202504040411,OP,芝,スコーピオン,6
地元,202504040411,OP,芝,ニシノコニャック,7
地元,202504040411,OP,芝,クムシラコ,8
地元,202504040411,OP,芝,バグラダス,9
地元,202504040411,OP,芝,スリーアイランド,11
地元,202504040411,OP,芝,モデルハント,12
地元,202504040411,OP,芝,プルパレイ,15
地元,202504040411,OP,芝,ブーケファロス,16
地元,202504040411,OP,芝,ファロロジー,17
地元,202505040109,2勝クラス,芝,サトノヴィレ,1
地元,202505040109,2勝クラス,芝,アルゲンテウス,2
地元,202505040109,2勝クラス,芝,ラブリージャブリー,3
地元,202505040109,2勝クラス,芝,バードウォッチャー,5
地元,202505040109,2勝クラス,芝,コスモアンソロジー,6
地元,202505040109,2勝クラス,芝,ドリームクルーズ,8
地元,202505040109,2勝クラス,芝,アヴニールドブリエ,10
地元,202505040109,2勝クラス,芝,ミラーダカリエンテ,11
地元,202505040109,2勝クラス,芝,イサチルカゼニタツ,12
地元,202505040110,3勝クラス,芝,レッドシュヴェルト,1
地元,202505040110,3勝クラス,芝,サトミノキラリ,5
地元,202505040110,3勝クラス,芝,オーサムストローク,7
地元,202505040110,3勝クラス,芝,ジュノー,8
地元,202505040110,3勝クラス,芝,アームテイル,9
地元,202505040110,3勝クラス,芝,シュヴェルトライテ,10
地元,202505040110,3勝クラス,芝,シンバーシア,11
地元,202505040110,3勝クラス,芝,エリーズダイヤ,12
地元,202505040110,3勝クラス,芝,ランドオブラヴ,13
地元,202505040110,3勝クラス,芝,ペリファーニア,14
地元,202505040110,3勝クラス,芝,ヴェサリウス,15
地元,202505040111,OP,ダ,ユティタム,3
地元,202505040111,OP,ダ,ロードフォンス,4
地元,202505040111,OP,ダ,ウェットシーズン,5
地元,202505040111,OP,ダ,エルゲルージ,7
地元,202505040111,OP,ダ,サルヴァトーレ,9
地元,202505040111,OP,ダ,レディントン,11
地元,202505040111,OP,ダ,キタノリューオー,12
地元,202505040111,OP,ダ,ダノンザボルケーノ,14
地元,202505040111,OP,ダ,アッチャゴーラ,15
地元,202505040111,OP,ダ,タガノエスコート,16
地元,202505040112,2勝クラス,ダ,ピックアップライン,1
地元,202505040112,2勝クラス,ダ,フウセツ,2
地元,202505040112,2勝クラス,ダ,カネショウレジェン,3
地元,202505040112,2勝クラス,ダ,ルークススペイ,4
地元,202505040112,2勝クラス,ダ,ジューンポンポン,5
地元,202505040112,2勝クラス,ダ,アグラード,6
地元,202505040112,2勝クラス,ダ,クインズデネブ,7
地元,202505040112,2勝クラス,ダ,トリリオンボーイ,8
地元,202505040112,2勝クラス,ダ,モナコブル,9
地元,202505040112,2勝クラス,ダ,ホウオウプレミア,10
地元,202505040112,2勝クラス,ダ,ベルブリエ,11
地元,202505040112,2勝クラス,ダ,メラーキ,13
地元,202505040112,2勝クラス,ダ,フクチャントウメイ,14
地元,202505040112,2勝クラス,ダ,セイウンマカロン,15
地元,202505040112,2勝クラス,ダ,トモジャミ,16
地元,202505040209,2勝クラス,芝,ジュドー,1
地元,202505040209,2勝クラス,芝,メイケイバートン,2
地元,202505040209,2勝クラス,芝,サクセスカラー,4
地元,202505040209,2勝クラス,芝,ポッドロワール,6
地元,202505040209,2勝クラス,芝,ラッジオ,7
地元,202505040209,2勝クラス,芝,オンザブルースカイ,8
地元,202505040209,2勝クラス,芝,アンドアイラヴハー,9
地元,202505040209,2勝クラス,芝,クレオズニードル,12
地元,202505040209,2勝クラス,芝,ホウオウシェリー,15
地元,202505040209,2勝クラス,芝,ヴェンチュラムーン,16
地元,202505040209,2勝クラス,芝,パワースナッチ,17
地元,202505040210,3勝クラス,ダ,オウギノカナメ,1
地元,202505040210,3勝クラス,ダ,ヴァンドーム,2
地元,202505040210,3勝クラス,ダ,フルオール,3
地元,202505040210,3勝クラス,ダ,ジョディーズマロン,5
地元,202505040210,3勝クラス,ダ,シェットランド,6
地元,202505040210,3勝クラス,ダ,ウィステリアリヴァ,7
地元,202505040210,3勝クラス,ダ,フランスゴデイナ,9
地元,202505040210,3勝クラス,ダ,グラウンドビート,10
地元,202505040210,3勝クラス,ダ,ゴールデンオスカー,11
地元,202505040210,3勝クラス,ダ,サノノエスポ,12
地元,202505040210,3勝クラス,ダ,テリフィックプラン,13
地元,202505040210,3勝クラス,ダ,ビーアイオラクル,15
地元,202505040210,3勝クラス,ダ,ルーンファクター,16
地元,202505040211,重賞,芝,レーベンスティール,1
地元,202505040211,重賞,芝,ホウオウビスケッツ,2
地元,202505040211,重賞,芝,サトノシャイニング,3
地元,202505040211,重賞,芝,ディマイザキッド,4
地元,202505040211,重賞,芝,ジェイパームス,6
地元,202505040211,重賞,芝,シルトホルン,9
地元,202505040211,重賞,芝,ラファドゥラ,10
地元,202505040211,重賞,芝,シリウスコルト,11
地元,202505040212,2勝クラス,ダ,ファリーザ,1
地元,202505040212,2勝クラス,ダ,グレイスザクラウン,2
地元,202505040212,2勝クラス,ダ,クォーツァイト,6
地元,202505040212,2勝クラス,ダ,ノルドヴェスト,7
地元,202505040212,2勝クラス,ダ,トーホウキザン,8
地元,202505040212,2勝クラス,ダ,ショウナンヤッホー,9
地元,202505040212,2勝クラス,ダ,ロミオボス,11
地元,202505040212,2勝クラス,ダ,デビッドテソーロ,12
地元,202505040212,2勝クラス,ダ,ヤウガウ,14
地元,202505040212,2勝クラス,ダ,アージェント,15
